#Gene	P.Value	logFC
TBC1D9	7.96E-01	0.0185089
CANX	7.96E-01	0.0177647
MAP7	7.96E-01	0.0350969
RFXAP	7.97E-01	0.0476904
BOP1	7.97E-01	0.0267632
CACNA1C	7.97E-01	0.0502618
TTC22	7.97E-01	-0.0478685
CAPRIN1	7.97E-01	0.0228933
HES1	7.97E-01	-0.0314946
SMAD6	7.97E-01	-0.0566302
ICOSLG	7.97E-01	0.0510358
TRIM15	7.97E-01	-0.0291192
UBR4	7.97E-01	0.0589293
CCR8	7.98E-01	0.0403866
GABBR2	7.98E-01	0.0377728
NA	7.98E-01	-0.0773729
CAMKK2	7.98E-01	0.0580927
BNC2	7.98E-01	-0.0261632
KIAA1467	7.98E-01	-0.048426
AMPH	7.99E-01	0.0318012
TMSB15B	7.99E-01	-0.0226459
MGAT2	7.99E-01	-0.0283677
TBX5	7.99E-01	-0.0546034
SPATA7	7.99E-01	0.0569264
TUBD1	7.99E-01	-0.0456544
COLGALT2	7.99E-01	0.0222478
COL4A3	7.99E-01	-0.0496343
NF1	8.00E-01	-0.0561262
MAPKBP1	8.00E-01	-0.0369489
COX15	8.00E-01	0.0189939
SURF1	8.00E-01	0.0146991
PARVA	8.00E-01	-0.0283092
ALPK3	8.00E-01	-0.0392907
DHRS11	8.00E-01	-0.0482378
ELP3	8.00E-01	0.0302651
PAWR	8.00E-01	-0.0566093
FXR2	8.00E-01	0.0182789
C5orf30	8.01E-01	-0.0243056
CTNNBL1	8.01E-01	0.0157191
B4GALNT1	8.01E-01	-0.0390978
RFPL1	8.01E-01	0.0663168
TNFAIP3	8.01E-01	0.0330554
RBMS2	8.01E-01	-0.0449966
GLRB	8.01E-01	-0.0557345
RANBP9	8.01E-01	-0.0209872
DRP2	8.01E-01	-0.0423458
TIMM8A	8.01E-01	-0.0246098
KCNJ16	8.01E-01	-0.0471648
CALML5	8.01E-01	-0.0471501
PPP2R1B	8.01E-01	-0.035803
NANOG	8.01E-01	-0.0351012
ANP32A-IT1	8.02E-01	0.0409752
DIAPH3	8.02E-01	0.0615239
CSAG3	8.02E-01	-0.0469729
MAX	8.02E-01	-0.0214589
PKP4	8.02E-01	-0.045587
LDHAL6B	8.02E-01	-0.0344163
IFI16	8.02E-01	0.0248094
CA5BP1	8.02E-01	0.0549177
EHD2	8.02E-01	0.0430863
AZIN1	8.02E-01	0.0273107
MCAM	8.02E-01	-0.0333602
DYRK4	8.03E-01	0.0499258
THY1	8.03E-01	0.0489745
GPLD1	8.03E-01	-0.0198676
PIN4	8.03E-01	-0.023361
HOXC4	8.03E-01	0.0179422
ZNF165	8.03E-01	-0.0831838
NELL1	8.03E-01	-0.0295503
SFTPD	8.03E-01	-0.0480063
WDR37	8.03E-01	0.016692
APC	8.03E-01	-0.0221992
USP22	8.03E-01	0.0161496
FAM64A	8.03E-01	0.0487587
ZFX	8.03E-01	0.0435874
CXCR3	8.03E-01	-0.0551588
YRDC	8.04E-01	-0.016885
GNAI2	8.04E-01	-0.0180793
NA	8.04E-01	-0.0457191
TREX1	8.04E-01	0.0172361
CLIC4	8.04E-01	0.0553885
RRAD	8.04E-01	-0.0514006
SHB	8.04E-01	-0.0570707
GEMIN6	8.04E-01	-0.0478981
FCF1	8.04E-01	-0.0488672
TMEFF1	8.04E-01	0.0620621
FKRP	8.05E-01	-0.026876
BRD8	8.05E-01	-0.043066
TYMP	8.05E-01	-0.0301569
ACTR3	8.05E-01	-0.0223689
MIR10B	8.05E-01	-0.0388158
FGF5	8.05E-01	-0.0248862
AK2	8.06E-01	0.0235943
AURKB	8.06E-01	-0.0394545
MOSPD3	8.06E-01	-0.0147199
ACPP	8.06E-01	-0.0314648
PLBD1	8.06E-01	-0.038652
RLN1	8.06E-01	0.0241348
LGALS13	8.06E-01	-0.0500039
IGHD	8.07E-01	0.0623658
PPFIBP1	8.07E-01	-0.0595729
TRIO	8.07E-01	0.0353903
PIK3R3	8.07E-01	0.0523719
LOC727751	8.07E-01	-0.0489267
SLC6A5	8.07E-01	-0.0451295
DST	8.08E-01	-0.0576445
P4HA1	8.08E-01	-0.0202985
NA	8.08E-01	-0.0337972
BRCC3	8.08E-01	0.0313205
CLUL1	8.08E-01	-0.0469541
PQLC3	8.08E-01	-0.0314493
NA	8.08E-01	-0.0333471
LOC93432	8.08E-01	-0.0291348
SNX16	8.08E-01	-0.0554233
DCHS1	8.08E-01	-0.0370682
RASAL2	8.08E-01	0.0575501
TAPBPL	8.08E-01	0.025576
BNIP3L	8.08E-01	-0.0192296
GATA2	8.08E-01	0.028481
SCNN1A	8.09E-01	-0.0397392
MYL10	8.09E-01	-0.0610472
ABHD6	8.09E-01	-0.0546423
PRR14	8.09E-01	-0.019242
GLRX3	8.09E-01	0.0130519
DDB1	8.09E-01	0.0151215
NA	8.09E-01	0.0301663
NA	8.09E-01	0.0602976
RIMS1	8.09E-01	0.0520264
NA	8.09E-01	-0.0395002
PYY	8.09E-01	-0.0475181
NA	8.09E-01	0.0484896
ALAD	8.10E-01	-0.0478568
NA	8.10E-01	-0.049204
SH2D1A	8.10E-01	0.0274735
RPP30	8.10E-01	0.0139466
HTN3	8.10E-01	0.0368441
CNKSR1	8.10E-01	-0.0330371
TMED7	8.10E-01	0.0304522
NA	8.11E-01	-0.033144
TONSL	8.11E-01	0.0408546
TPPP3	8.11E-01	0.0440957
GADD45GIP1	8.11E-01	0.0493845
OSBPL10	8.11E-01	0.0625249
SGTA	8.11E-01	0.0354802
WNK1	8.11E-01	0.044313
SBNO2	8.11E-01	-0.0400769
MUSK	8.12E-01	0.0471813
NA	8.12E-01	-0.0253419
PTGER3	8.12E-01	-0.0578142
NA	8.12E-01	-0.0550073
CTNND1	8.12E-01	-0.021443
NA	8.12E-01	0.0354631
SNX13	8.12E-01	-0.0482255
LOC100507620	8.12E-01	0.0152997
ZKSCAN5	8.12E-01	0.0238375
TBX6	8.12E-01	0.0586588
AURKA	8.13E-01	-0.0480989
NA	8.13E-01	-0.03404
TBX1	8.13E-01	0.0355708
DIP2C	8.13E-01	0.0190863
MYH11	8.13E-01	-0.0347386
PDCL	8.13E-01	-0.0305367
SGCE	8.13E-01	0.0548556
PAWR	8.13E-01	0.0446758
RCAN1	8.14E-01	0.0546991
PPFIA1	8.14E-01	0.0304387
LY6H	8.14E-01	0.0306977
GTDC1	8.14E-01	-0.0183645
ALAS1	8.14E-01	0.0191969
NA	8.14E-01	0.0644953
ATP5SL	8.14E-01	-0.032693
PDZRN3	8.14E-01	-0.0756314
PLA2G6	8.14E-01	-0.027427
FAM50B	8.14E-01	-0.0323375
DCUN1D2	8.14E-01	-0.0195679
ARHGAP22	8.14E-01	-0.0361708
CSTB	8.14E-01	-0.024879
ADIPOQ	8.14E-01	-0.0506923
NA	8.14E-01	-0.0269317
MGMT	8.14E-01	-0.019171
SLC34A1	8.14E-01	-0.0395594
TM4SF1	8.15E-01	-0.0638055
UBR5	8.15E-01	0.0292783
DLGAP1	8.15E-01	0.0371602
MAP7	8.15E-01	-0.0464402
COL15A1	8.15E-01	-0.0403181
PTPRO	8.15E-01	0.0386907
SLC12A4	8.15E-01	0.039246
SSR1	8.15E-01	0.0211212
CREB3L1	8.15E-01	0.0393228
KCNC1	8.15E-01	0.0419385
AMELX	8.15E-01	-0.0306917
NOTCH3	8.15E-01	-0.0480796
GAS6	8.15E-01	0.0160488
ACADSB	8.15E-01	-0.046064
FZD3	8.15E-01	0.0477135
TBX5	8.15E-01	0.049923
CLIC4	8.16E-01	-0.0310877
CCDC132	8.16E-01	-0.0465704
STK3	8.16E-01	-0.0809062
RASA1	8.16E-01	-0.0262446
CHRNA1	8.16E-01	-0.0482161
LPPR1	8.16E-01	-0.0236177
CFLAR	8.16E-01	0.0264648
POLQ	8.16E-01	-0.0220518
CHN2	8.17E-01	0.0216981
ZCCHC4	8.17E-01	0.0517842
HRK	8.17E-01	0.0612967
IFRD2	8.17E-01	-0.0271395
NDUFB4	8.17E-01	0.0129273
GPR25	8.17E-01	0.056297
NA	8.17E-01	-0.018089
COL4A3BP	8.17E-01	0.0427842
SLC9A2	8.17E-01	-0.0525236
NCKAP1L	8.17E-01	-0.0174291
LOC100505650	8.17E-01	0.0275549
TRPC6	8.17E-01	-0.0413274
BAG4	8.18E-01	0.027258
SLC29A3	8.18E-01	-0.034278
SLC11A2	8.18E-01	-0.0182874
TEX261	8.18E-01	-0.0343061
MSR1	8.18E-01	-0.0487598
CREBL2	8.18E-01	-0.0270297
AOX1	8.18E-01	0.0606068
SMYD2	8.18E-01	-0.0256727
FKBP15	8.19E-01	-0.0607077
VPS13D	8.19E-01	0.0181111
PDGFRB	8.19E-01	0.0339411
PTH1R	8.19E-01	0.0226587
AGAP2	8.19E-01	0.0489284
ZMYM2	8.19E-01	0.028694
NTRK2	8.19E-01	-0.0429529
9-Sep	8.19E-01	0.0102772
IGL	8.19E-01	0.033394
KXD1	8.20E-01	-0.013009
IDH2	8.20E-01	-0.0138401
NR1I2	8.20E-01	-0.038516
PDE6B	8.20E-01	-0.0523829
GUSBP11	8.20E-01	-0.0320041
MUC4	8.20E-01	-0.048773
EP300	8.20E-01	-0.0224231
LOC51145	8.20E-01	0.0340703
NA	8.20E-01	-0.0440315
RNASE3	8.20E-01	0.0590743
HMGN5	8.20E-01	-0.0423751
DOPEY2	8.20E-01	0.0607254
FRMD4A	8.21E-01	-0.0515547
YBX1P2	8.21E-01	-0.0596471
PTN	8.21E-01	-0.0289516
GRPEL1	8.21E-01	0.0201062
TMEM50A	8.21E-01	-0.0140148
NA	8.21E-01	0.060366
SPATA6L	8.21E-01	-0.0518694
CT62	8.21E-01	0.0361534
GPR176	8.21E-01	-0.0293473
COL4A3	8.21E-01	0.0392245
FUT9	8.21E-01	0.0432872
MLX	8.22E-01	-0.0145928
RHOT1	8.22E-01	-0.0155086
UMPS	8.22E-01	0.0541049
PRNP	8.22E-01	0.0170515
CACNA1G	8.22E-01	0.0479605
ACOT11	8.22E-01	-0.0373957
RASGRP2	8.22E-01	0.0407463
ZNF157	8.22E-01	0.0657672
ATXN3	8.22E-01	0.0679116
HAO1	8.23E-01	-0.0357461
GPN3	8.23E-01	-0.0207994
FGFR1	8.23E-01	0.0337909
C1orf61	8.23E-01	0.0258402
ART3	8.23E-01	-0.0470823
GPR35	8.23E-01	-0.0198267
MNT	8.23E-01	-0.0183304
NA	8.23E-01	-0.0518319
LRP2	8.23E-01	-0.0441368
PRKAR1B	8.23E-01	0.0398064
ISYNA1	8.24E-01	0.0231812
MLANA	8.24E-01	0.0392509
RNF25	8.24E-01	0.0389008
SLC27A5	8.24E-01	-0.0307121
RAVER2	8.24E-01	0.0478146
SLC38A4	8.24E-01	-0.0582218
ORC5	8.24E-01	0.071303
CTBP2	8.24E-01	0.0215172
TRPC3	8.24E-01	-0.0630618
KDM5B	8.24E-01	-0.0132374
TRPA1	8.24E-01	-0.0289976
INO80B	8.25E-01	-0.026655
NR4A2	8.25E-01	0.0377984
PHB2	8.25E-01	0.011211
NA	8.25E-01	-0.0329846
NA	8.25E-01	-0.0639368
SLC2A1	8.25E-01	-0.0198192
DPYD	8.26E-01	-0.0305913
PEX10	8.26E-01	-0.0359369
DCUN1D1	8.26E-01	-0.012997
SMG1P3	8.26E-01	0.0575919
LY6G6D	8.26E-01	0.0336398
XPO7	8.26E-01	-0.0133826
NA	8.26E-01	-0.0573192
ATP6V0A4	8.26E-01	-0.0538592
IRGQ	8.27E-01	-0.0236128
BLZF1	8.27E-01	0.056334
NA	8.27E-01	0.0592911
LUZP2	8.27E-01	-0.0431851
GRB10	8.27E-01	0.0328728
CDH1	8.27E-01	-0.0491093
EFCAB1	8.27E-01	0.03764
GLS2	8.27E-01	-0.0391613
SHANK2	8.28E-01	0.0587985
CASP1	8.28E-01	0.0337228
CAPN7	8.28E-01	-0.0175059
ERGIC2	8.28E-01	-0.0482787
GGA2	8.28E-01	0.0234033
ST14	8.28E-01	-0.0347345
LRRC23	8.28E-01	-0.0230031
LIG3	8.28E-01	-0.0342778
PLCE1	8.28E-01	0.0494586
HIVEP2	8.29E-01	0.0242879
EIF3M	8.29E-01	0.0151337
PPP1R12B	8.29E-01	0.0215394
MATN1	8.29E-01	-0.0464922
TAT	8.29E-01	-0.0232856
NRN1	8.29E-01	0.0201902
SIGLEC7	8.29E-01	0.0285807
NA	8.29E-01	-0.0311378
WWOX	8.29E-01	-0.0171977
EPHB4	8.29E-01	-0.0191595
ELOVL6	8.29E-01	0.0277079
ACRV1	8.30E-01	-0.0200068
ORAI2	8.30E-01	-0.0354647
SMPX	8.30E-01	0.0440086
MTNR1A	8.30E-01	0.0495917
STARD13	8.30E-01	-0.0467945
ACAA2	8.30E-01	-0.0398049
METTL2A	8.30E-01	0.0477067
PICK1	8.30E-01	-0.0289678
TARP	8.30E-01	-0.0372194
ANKRD6	8.30E-01	-0.0306915
MT1M	8.30E-01	0.0344741
MTMR7	8.30E-01	-0.0615273
TBX4	8.31E-01	-0.0321508
DOCK9	8.31E-01	0.0468902
TMEM63A	8.31E-01	0.0321619
TMEM110	8.31E-01	0.0257836
TRAPPC2	8.31E-01	0.0146088
ENPP1	8.31E-01	-0.0434089
CA8	8.31E-01	-0.0481894
IL1RN	8.31E-01	-0.0408442
GOLGA2	8.31E-01	0.0430501
GATA4	8.31E-01	0.0495133
NA	8.31E-01	0.0420652
SKP1	8.32E-01	-0.0120113
NA	8.32E-01	0.023061
MDM2	8.32E-01	-0.0527066
KIF16B	8.32E-01	0.0306625
SFXN1	8.32E-01	-0.0248834
TUSC3	8.32E-01	-0.0329501
CNN3	8.32E-01	-0.0479272
PDE4DIP	8.32E-01	-0.050522
CCSER2	8.32E-01	0.0171138
GRHL2	8.33E-01	-0.0252712
COL13A1	8.33E-01	-0.0350353
CBFB	8.33E-01	-0.0148447
ESPN	8.33E-01	0.0327223
PPP3R1	8.33E-01	-0.0341203
VAMP5	8.33E-01	0.0145054
ATN1	8.33E-01	-0.0435124
NA	8.33E-01	-0.0427571
KALRN	8.34E-01	0.0440681
NPLOC4	8.34E-01	-0.0130001
PREPL	8.34E-01	0.0200861
APOC1	8.34E-01	-0.027353
DPYSL3	8.34E-01	-0.0385975
SAR1A	8.34E-01	0.0376871
RPL37	8.34E-01	-0.0098676
ITPKB	8.34E-01	-0.0268741
ID2B	8.34E-01	-0.0564748
ZNF839	8.34E-01	-0.0419734
CEP290	8.34E-01	0.0643197
SHPK	8.35E-01	0.0331122
TPSB2	8.35E-01	0.037401
SEZ6L	8.35E-01	-0.0341049
NINL	8.35E-01	0.025995
DGCR6L	8.35E-01	-0.0335975
GMFG	8.35E-01	0.0180292
PPP4C	8.35E-01	-0.0166546
TRAFD1	8.35E-01	-0.0152099
NA	8.35E-01	-0.0455193
ZNF586	8.35E-01	-0.0151896
RPL21P28	8.35E-01	0.0280675
KDELR2	8.35E-01	-0.0195355
AQP4	8.36E-01	0.0470693
RBP1	8.36E-01	-0.0304889
PCDHGB5	8.36E-01	0.0211421
NADK	8.36E-01	0.0288428
ATXN1	8.36E-01	-0.0243474
NA	8.36E-01	-0.0401605
CEP72	8.36E-01	0.0375875
COL11A2	8.37E-01	-0.0393435
MECP2	8.37E-01	0.0493163
EPB41L4A	8.37E-01	-0.0429316
RTEL1	8.37E-01	-0.0355497
MECOM	8.37E-01	-0.0264873
KLF9	8.37E-01	0.0264665
HBA2	8.37E-01	0.0124631
PRR5-ARHGAP8	8.38E-01	-0.0400817
HRSP12	8.38E-01	-0.0152256
ALDOB	8.38E-01	0.0676354
NA	8.38E-01	-0.0294274
RNF130	8.38E-01	0.0187729
GLE1	8.38E-01	-0.0339315
COL4A2	8.38E-01	0.0390521
NA	8.38E-01	0.0263668
NUDT4	8.39E-01	0.0244373
NEK11	8.39E-01	-0.0139286
TMEM160	8.39E-01	0.0136713
LGALS3BP	8.39E-01	0.0179708
AKR1B10	8.40E-01	-0.0348343
GJA1	8.40E-01	0.0663498
NA	8.40E-01	-0.0374377
OR2W1	8.40E-01	0.0261204
SIX3	8.40E-01	0.0456873
PAK2	8.40E-01	-0.0439043
FAS	8.40E-01	-0.0245549
SMARCA1	8.40E-01	-0.0306777
ITGB4	8.40E-01	-0.0246265
N4BP2L1	8.40E-01	0.0361222
TTC9	8.40E-01	0.0448792
COL6A1	8.40E-01	-0.0352868
GINS4	8.40E-01	-0.038381
PARPBP	8.40E-01	0.0361567
NPDC1	8.40E-01	0.0378475
ATP5G3	8.41E-01	-0.0130359
CD24	8.41E-01	-0.0352373
KLHDC4	8.41E-01	0.017588
SLC8A1	8.41E-01	0.0291603
OGFR	8.41E-01	0.0424344
TPBG	8.41E-01	-0.0187163
SLC22A17	8.41E-01	0.0414487
NA	8.41E-01	-0.0237884
CYP39A1	8.41E-01	-0.0695197
TUB	8.42E-01	-0.0257695
KDM8	8.42E-01	0.0394299
APOC4	8.42E-01	0.0163638
RNF115	8.42E-01	0.0176768
ZBTB10	8.42E-01	0.0344308
C19orf80	8.42E-01	0.0219787
TTC30A	8.42E-01	-0.0414469
LRIF1	8.42E-01	0.0354213
HDDC2	8.42E-01	-0.0223838
UBA1	8.43E-01	-0.0270582
LONRF3	8.43E-01	0.0152888
H2AFB1	8.43E-01	-0.0318902
F12	8.43E-01	-0.0270622
C11orf58	8.43E-01	0.0153429
NA	8.43E-01	0.0334591
SCN1A	8.43E-01	-0.0537416
NOL7	8.43E-01	-0.0440563
STRADA	8.43E-01	-0.01276
TSFM	8.43E-01	-0.0372334
COL4A3	8.43E-01	0.0422015
SNTB1	8.43E-01	-0.0322887
KRTAP1-1	8.44E-01	0.0237928
NA	8.44E-01	-0.0415695
NA	8.44E-01	0.048019
NA	8.44E-01	0.0252765
NDP	8.44E-01	0.0262215
SMG9	8.44E-01	-0.0146594
PKNOX2	8.44E-01	0.0271185
ARHGEF28	8.44E-01	0.0358504
GRM1	8.44E-01	0.0231257
NA	8.44E-01	-0.0488055
LDLR	8.44E-01	0.020854
H2AFJ	8.45E-01	0.0308424
E2F3	8.45E-01	-0.0176162
MOB1A	8.45E-01	-0.0236802
ZNHIT1	8.45E-01	0.0135938
KANK3	8.45E-01	0.0341193
RCAN1	8.45E-01	0.0262695
HGF	8.45E-01	-0.0192611
NHLRC2	8.45E-01	0.0372774
RRP7B	8.46E-01	-0.0285754
PAPOLG	8.46E-01	-0.0375758
MORF4L1	8.46E-01	0.0104555
PDLIM5	8.46E-01	0.038466
BRE	8.46E-01	0.0215962
GLRX2	8.46E-01	0.0132411
LZTS1	8.46E-01	-0.0432734
LRBA	8.46E-01	0.0117556
GPRC5B	8.46E-01	0.0445603
OR12D3	8.46E-01	-0.0381402
ARF1	8.46E-01	-0.0093708
HABP4	8.46E-01	0.0472079
RPS10P7	8.47E-01	0.0162991
OR1D2	8.47E-01	-0.0192839
PCGF2	8.47E-01	-0.0357221
KIAA1033	8.47E-01	0.0133878
ERICH1	8.47E-01	-0.0282765
DICER1	8.47E-01	-0.022783
PPP6R2	8.47E-01	0.0172575
CHPF	8.47E-01	-0.0168664
HADHA	8.47E-01	-0.0150608
TDG	8.47E-01	0.0278783
XAB2	8.48E-01	0.0409266
TAS2R7	8.48E-01	-0.0345731
PART1	8.48E-01	-0.04162
NA	8.48E-01	-0.0559916
NA	8.48E-01	-0.035304
NA	8.48E-01	-0.0140878
HGH1	8.49E-01	-0.0116151
ITSN1	8.49E-01	0.0445204
IGFLR1	8.49E-01	0.0198939
SAR1A	8.49E-01	0.0199525
HMG20B	8.49E-01	0.0168326
RPRM	8.49E-01	0.0247111
NA	8.50E-01	0.0184132
SH2D3C	8.50E-01	0.0237325
CTNS	8.50E-01	0.0386883
NA	8.50E-01	-0.0341211
GNAL	8.50E-01	0.0548046
ZW10	8.50E-01	-0.0104172
UGT2B15	8.50E-01	0.0358292
EZH1	8.50E-01	-0.058145
MFSD5	8.50E-01	-0.0110068
ITGB4	8.50E-01	-0.0318328
CRNN	8.50E-01	-0.0403276
GREM1	8.50E-01	-0.0438647
RBMS1	8.50E-01	-0.0201842
TSTA3	8.50E-01	0.0191646
DTNA	8.50E-01	-0.0542698
CDK1	8.51E-01	-0.0334495
LST1	8.51E-01	0.0207967
NEFH	8.51E-01	-0.0352301
UBN1	8.51E-01	-0.0169032
PIK3CD	8.51E-01	0.0152689
ABCA12	8.51E-01	-0.0443101
RPS4X	8.51E-01	0.0088808
TTTY2	8.51E-01	-0.0543565
NACA2	8.51E-01	-0.0370182
SNTB2	8.51E-01	-0.0313368
TRAM1	8.51E-01	0.0166547
TMED10	8.51E-01	0.0166695
ZMYM1	8.51E-01	0.0299744
FAF2	8.51E-01	0.0390965
SOAT2	8.52E-01	0.0285377
STOML1	8.52E-01	0.0159678
NA	8.52E-01	0.0414822
ALDH7A1	8.52E-01	0.0499043
MSH4	8.52E-01	-0.0191439
MRS2	8.53E-01	-0.0214624
NCOA2	8.53E-01	0.0332687
EBP	8.53E-01	0.0336318
RASGRP2	8.53E-01	-0.0260115
OTUB2	8.53E-01	-0.0364261
CYP46A1	8.53E-01	0.0346535
NEB	8.53E-01	-0.03757
BPHL	8.53E-01	-0.0316736
IGHA1	8.53E-01	-0.0271953
PPP4R2	8.53E-01	-0.0440626
C9orf38	8.53E-01	0.0296023
NA	8.53E-01	-0.0141157
TPT1	8.54E-01	0.0088787
NA	8.54E-01	-0.0175793
TMEM177	8.54E-01	0.02873
PSG6	8.54E-01	0.0129282
MAP2K6	8.54E-01	0.0414412
PAWR	8.54E-01	-0.0354578
EIF2AK2	8.54E-01	0.0327755
DCTN3	8.55E-01	-0.0103554
L3MBTL1	8.55E-01	-0.0342153
PTPN1	8.55E-01	-0.0373115
MAK16	8.55E-01	0.0105148
CD1D	8.55E-01	-0.0263299
MLLT3	8.55E-01	-0.0168433
EFCAB6	8.55E-01	-0.0205423
IGF2R	8.55E-01	0.0224732
COX20	8.55E-01	0.0247257
MSLN	8.55E-01	-0.0464071
MOXD1	8.55E-01	-0.0154253
CXCR4	8.56E-01	0.0134505
KRT32	8.56E-01	-0.032309
TMBIM6	8.56E-01	-0.0113704
NA	8.56E-01	0.0454239
TXNRD2	8.56E-01	0.0161781
PIGN	8.56E-01	0.0329351
PDCD2	8.56E-01	0.015088
SPG21	8.56E-01	-0.0172508
HLCS	8.56E-01	0.015585
HRASLS2	8.56E-01	-0.0283826
SI	8.56E-01	-0.055711
SUSD4	8.56E-01	-0.0338083
MPZL2	8.56E-01	0.0378822
AZI2	8.57E-01	0.0228544
AOC1	8.57E-01	-0.0315457
NA	8.57E-01	0.0441088
NA	8.57E-01	-0.0180032
ATP5G2	8.57E-01	0.0122834
SLC25A6	8.57E-01	0.0096214
HNRNPA1P33	8.57E-01	-0.0129241
JMJD6	8.58E-01	0.0212694
BLVRA	8.58E-01	-0.0325414
MED13L	8.58E-01	-0.0118605
ACYP2	8.58E-01	-0.0131081
MYBPC1	8.58E-01	-0.0329626
CXorf21	8.58E-01	-0.0278464
PTPRJ	8.58E-01	-0.0382931
NA	8.58E-01	0.0329654
SAR1B	8.58E-01	0.0166779
LAMTOR2	8.58E-01	-0.0197035
EIF2S2	8.58E-01	0.0202421
ASCL1	8.58E-01	-0.0286593
MYH2	8.58E-01	0.0261316
NDUFS1	8.58E-01	-0.0129139
HOXB1	8.59E-01	-0.0335748
NA	8.59E-01	0.0362873
BRE	8.59E-01	-0.0105844
FAM153A	8.59E-01	-0.0245244
ATF1	8.59E-01	0.0222825
ABI2	8.59E-01	0.0214357
MICB	8.60E-01	-0.0143436
GLTSCR1L	8.60E-01	-0.0186502
POLR2A	8.60E-01	-0.0209803
NA	8.60E-01	0.013973
SEC11A	8.60E-01	0.0175371
FAR2	8.60E-01	-0.0459353
TRAK1	8.60E-01	-0.0120076
HES2	8.60E-01	0.0420302
NDUFS8	8.60E-01	0.0118459
PAAF1	8.61E-01	-0.0294537
EFNA4	8.61E-01	0.0376887
PRDX2	8.61E-01	-0.0271302
MAOA	8.61E-01	0.0466961
MON2	8.61E-01	-0.0335285
SLC12A1	8.61E-01	-0.0522258
PSMD5	8.61E-01	-0.0381553
WDR78	8.61E-01	0.0237344
CCT8	8.61E-01	0.0133438
MIP	8.61E-01	0.0354868
PPP4R4	8.61E-01	-0.0326543
LAMC2	8.62E-01	0.0330861
CELF3	8.62E-01	0.0300293
POT1	8.62E-01	0.0130131
TNFRSF13B	8.62E-01	-0.0179651
TCF7L2	8.62E-01	0.03073
TAF6L	8.62E-01	-0.0174982
PDE6G	8.62E-01	-0.0115585
ATP1A2	8.62E-01	-0.0242077
USP12	8.62E-01	-0.0211983
PRLR	8.63E-01	0.0388927
PML	8.63E-01	0.0298674
MEF2B	8.63E-01	-0.0317589
2-Sep	8.63E-01	-0.0132866
CPVL	8.63E-01	0.0254062
SPATA31C2	8.63E-01	-0.0407389
RAD51C	8.63E-01	-0.0185843
PFKM	8.63E-01	0.0104563
NOX5	8.63E-01	0.026619
MAGEC2	8.63E-01	-0.0386119
ZNF623	8.63E-01	-0.0403661
GJA4	8.63E-01	-0.0339365
TP53	8.64E-01	0.0173012
HELLS	8.64E-01	0.0225018
DNAH3	8.64E-01	-0.049779
MLF1	8.64E-01	0.0313442
DSC3	8.64E-01	-0.026326
TSKU	8.64E-01	0.0161163
TCP11L1	8.64E-01	-0.030584
GLTSCR1L	8.65E-01	0.0189512
MAPKAPK2	8.65E-01	-0.013168
BRF2	8.65E-01	-0.009626
GAS2	8.65E-01	0.0434834
RAD52	8.65E-01	0.0433752
STRA13	8.65E-01	-0.0197355
PPM1B	8.66E-01	0.020836
POLRMT	8.66E-01	0.0358484
SIGLEC1	8.66E-01	0.0415275
YES1	8.66E-01	0.0287173
CTSG	8.66E-01	0.0353478
NA	8.66E-01	0.0448079
CCNB1	8.66E-01	-0.0290274
P2RY14	8.66E-01	-0.0354938
TMEM242	8.66E-01	-0.0122869
ALOX5	8.66E-01	0.0232429
FAT1	8.67E-01	0.0255614
CTAGE11P	8.67E-01	-0.0369047
ITSN1	8.67E-01	-0.0347254
BAD	8.67E-01	-0.0109174
SIKE1	8.67E-01	-0.0303103
PRKX	8.67E-01	-0.0181377
FAM149A	8.67E-01	-0.0283419
RFX3	8.67E-01	-0.0223399
TGM5	8.67E-01	0.0279266
CEP162	8.67E-01	-0.0264052
PEX14	8.67E-01	0.0195166
CDT1	8.67E-01	0.0392076
NA	8.67E-01	-0.0294238
OVGP1	8.68E-01	0.0229705
PEG3	8.68E-01	0.0187099
TGFBRAP1	8.68E-01	-0.0102397
ADCY10	8.68E-01	0.0429427
KCNMB3	8.68E-01	-0.0244643
TGM1	8.68E-01	-0.0188117
FARS2	8.68E-01	0.013708
MYCN	8.69E-01	-0.0283854
ELOVL5	8.69E-01	-0.010662
OXTR	8.69E-01	-0.0176356
GAGE3	8.69E-01	-0.0298121
METTL7A	8.69E-01	-0.0236963
MARCKS	8.69E-01	-0.0255212
KIAA1033	8.69E-01	0.0334248
UNC45A	8.69E-01	0.0258656
KLHL22	8.69E-01	-0.0126195
ZBTB18	8.69E-01	0.0107542
RAB28	8.70E-01	0.0310362
GTF2F1	8.70E-01	0.0117227
SOX4	8.70E-01	0.0191643
DHFR	8.70E-01	-0.0153319
NA	8.70E-01	0.0260411
HMGXB3	8.71E-01	0.0101591
NDUFA1	8.71E-01	0.015529
IER5	8.71E-01	0.0158196
SLC22A7	8.71E-01	0.0323397
CUTC	8.71E-01	-0.0103554
ENSA	8.71E-01	0.0315126
KNG1	8.71E-01	0.0219042
DUS4L	8.71E-01	-0.0401913
YIPF4	8.72E-01	0.0355036
GPR68	8.72E-01	0.0295293
POU2F2	8.72E-01	0.012361
PTGFR	8.72E-01	-0.0301895
KLHL35	8.72E-01	-0.0227337
SMPD1	8.72E-01	-0.0255421
