#Gene	P.Value	logFC
PHLDA1	0.82455183	6.13E-02
NA	0.82456078	-1.80E-02
SRSF6	0.82458888	3.80E-02
B4GALNT1	0.82469061	-2.40E-02
ZNF688	0.82492326	3.07E-02
SLC34A1	0.82503188	2.27E-02
MYH15	0.82503188	-2.27E-02
DYM	0.82505905	1.67E-02
ADAMTSL2	0.82508773	-2.20E-02
LIPG	0.82514839	-8.93E-02
NA	0.82524567	1.53E-02
GYG2	0.82526698	5.93E-02
ENPP3	0.82550714	2.53E-02
ICA1	0.82556173	-2.13E-02
NA	0.82564266	1.67E-02
BICD2	0.82565551	3.40E-02
DLG3	0.82586033	2.73E-02
6-Sep	0.82589432	3.27E-02
NEDD9	0.82591739	5.27E-02
GCSHP5	0.82602482	-4.07E-02
CLCA4	0.82617332	8.13E-02
MAN1A1	0.82620057	-9.13E-02
CRELD2	0.82622295	-6.27E-02
F2RL1	0.82623089	-3.00E-02
SLC16A4	0.8263857	-1.53E-02
SULT4A1	0.82662578	1.93E-02
SMTN	0.82663772	3.80E-02
ARL2BP	0.82664209	-2.47E-02
SOX14	0.82664793	2.07E-02
FAM129A	0.82668863	-3.47E-02
CHD4	0.82668863	-3.47E-02
SMARCA4	0.82669981	-2.27E-02
ZNF764	0.82686271	-1.87E-02
SEC14L2	0.82689439	-2.33E-02
GPX5	0.82696374	2.20E-02
RPL21P28	0.82704852	1.93E-02
TAS2R8	0.8270591	1.53E-02
PCDH9	0.82707582	-1.60E-02
RASAL2	0.82714378	-1.47E-02
UMPS	0.82716112	-4.87E-02
ACTR1A	0.82716946	-3.00E-02
GNAT1	0.82718874	1.93E-02
CHCHD7	0.82726325	-2.07E-02
TCF25	0.82735251	3.20E-02
SLC16A7	0.82739656	-2.00E-02
MKRN2	0.82750755	-2.07E-02
MCM6	0.82751496	7.53E-02
NA	0.82753882	2.13E-02
GNB3	0.82755365	2.67E-02
EIF5B	0.82755412	3.73E-02
BSDC1	0.82761028	3.13E-02
MAST2	0.82764126	4.93E-02
SIAH1	0.82771851	-2.80E-02
CEP55	0.82772126	7.27E-02
KRT81	0.82785283	2.33E-02
GLB1L	0.82788932	1.40E-02
CMC2	0.8282054	-3.27E-02
BCAR3	0.82823461	-4.87E-02
ADAMTS7	0.82845573	-2.87E-02
LOC100506571	0.82867536	2.20E-02
ARFGEF2	0.82872207	2.40E-02
MTG1	0.82880097	-2.60E-02
WDTC1	0.82905987	1.47E-02
RRM2	0.82913996	1.23E-01
OSBPL1A	0.82918853	8.07E-02
PCDH11Y	0.82920691	-1.73E-02
XDH	0.8293225	8.73E-02
ZFYVE26	0.82950102	4.87E-02
SLC35C2	0.82951295	2.40E-02
MIS18A	0.82958618	5.00E-02
JAG1	0.8297048	-6.40E-02
NUDT7	0.82976917	2.47E-02
TYROBP	0.82978692	5.13E-02
TBC1D12	0.82985135	-2.47E-02
LRP12	0.82988921	1.53E-02
CCNE2	0.8301283	-2.67E-02
WNT6	0.83032792	-2.13E-02
CAPZB	0.83036057	2.07E-02
RUSC2	0.83038122	2.27E-02
INSM1	0.830384	5.07E-02
MAN1A2	0.83046487	-2.40E-02
PRNP	0.83054123	5.13E-02
ARL4C	0.83055391	-3.47E-02
APOL1	0.83061821	-6.60E-02
ADRBK1	0.83065594	2.87E-02
DOCK1	0.83068721	-6.00E-02
TSC22D2	0.83072581	2.33E-02
ZBED4	0.83080424	-1.80E-02
SP3P	0.83081328	2.00E-02
USP13	0.83083514	4.47E-02
RANGAP1	0.83095886	-3.73E-02
ACTB	0.83103358	-1.60E-02
OTUD4	0.83117473	-1.67E-02
RRN3P1	0.83135252	1.73E-02
C16orf58	0.83139192	-3.27E-02
PPP2R1B	0.83140758	-1.80E-02
LAMB1	0.83161054	-3.67E-02
HJURP	0.83172874	5.27E-02
NA	0.83178873	2.47E-02
LPL	0.83180441	3.33E-02
SLC12A3	0.83190788	2.00E-02
SPATA5L1	0.83192037	1.87E-02
SAT1	0.83216122	-3.27E-02
TRBV10-2	0.83216282	-2.60E-02
JAK2	0.83226282	-2.47E-02
SCO2	0.83242139	-4.13E-02
WIZ	0.83244807	1.80E-02
KIF16B	0.83256548	-2.93E-02
LGALS3	0.83263338	1.73E-02
MMP11	0.83267939	-2.73E-02
NA	0.8327869	1.93E-02
EEF1D	0.83287574	-3.27E-02
ZMAT5	0.83293745	-2.20E-02
FAM168A	0.83294906	1.73E-02
CREM	0.83306131	-2.93E-02
S100A11	0.83312265	1.23E-01
PPID	0.83315445	-4.80E-02
KBTBD4	0.83318885	-1.53E-02
SEC63	0.83324467	1.67E-02
ELL	0.83329705	2.07E-02
MAGEA2B	0.83332475	-1.80E-02
OPN1SW	0.83332698	-2.20E-02
DHRS9	0.83346587	5.40E-02
CRISPLD2	0.83351214	5.27E-02
RPS6	0.8336614	-2.47E-02
BCOR	0.83380148	-1.47E-02
B3GALNT1	0.83382118	-1.33E-02
FBXO2	0.8338483	-2.67E-02
HLA-DRB5	0.83386844	-1.67E-01
NSFL1C	0.8339127	2.13E-02
STRN3	0.8339137	-2.67E-02
RNF103	0.83398811	-4.40E-02
SNCA	0.83403557	2.80E-02
ADRA2B	0.83404617	2.60E-02
CPT1A	0.83405961	5.07E-02
TCTN1	0.83409793	-2.20E-02
ATG4A	0.83411909	2.40E-02
NA	0.83419415	-1.73E-02
SECISBP2L	0.83443475	5.87E-02
ASTE1	0.83449373	3.27E-02
CACNB2	0.83455232	1.60E-02
TUBB1	0.83473604	2.27E-02
PTCRA	0.83473604	-2.27E-02
SERPINB13	0.83483334	1.40E-02
RASGRF1	0.83484044	2.00E-02
OR7A10	0.83491266	-1.67E-02
NA	0.83492333	-2.07E-02
FAM208A	0.83495457	-2.00E-02
IL1R2	0.83495489	-1.05E-01
NPHP4	0.83497392	2.80E-02
CHEK1	0.83498656	-3.40E-02
NA	0.83498744	2.33E-02
KCNJ5	0.83502558	2.47E-02
COL6A1	0.83509137	2.27E-02
POU1F1	0.83511517	1.33E-02
HSPB11	0.83533411	-2.60E-02
TMEM254	0.83553283	-1.87E-02
ACSL1	0.83557605	-8.67E-02
RPL15	0.8357389	-3.00E-02
GAGE12F	0.8358869	-2.20E-02
LDLR	0.83595097	8.80E-02
TRPM8	0.83598145	2.07E-02
SMAP1	0.83600375	-3.87E-02
HOMER1	0.83601164	-2.73E-02
HK1	0.83619656	-4.67E-02
DKFZP434L187	0.83631719	-2.27E-02
GRAMD3	0.8364174	8.87E-02
TMEM92-AS1	0.83652191	-2.80E-02
ADCY3	0.83664036	3.13E-02
RABL6	0.83701034	-2.47E-02
KIR2DS2	0.83701034	-2.47E-02
ADH1B	0.83701566	2.40E-02
NA	0.83705548	1.53E-02
PRRC2C	0.83718015	-1.60E-02
TYMP	0.83724392	-2.40E-02
MOCS3	0.837298	2.00E-02
AMBRA1	0.83734642	2.27E-02
PWP1	0.83740947	-1.93E-02
KIF23	0.8374292	-2.07E-02
LMNB2	0.8375091	-5.33E-02
RPAP3	0.83753671	-2.93E-02
SLC36A1	0.83759248	5.87E-02
FGF22	0.83773855	-2.93E-02
SNX11	0.83777867	-1.80E-02
ASNSD1	0.83778168	-3.93E-02
CAMTA1	0.83786002	1.60E-02
GAB2	0.83789478	2.73E-02
ABCC2	0.837923	2.40E-02
GTSE1	0.83792597	3.60E-02
STK17B	0.8379447	-2.67E-02
TIE1	0.8379896	1.93E-02
SLC26A4	0.83802866	1.60E-02
NA	0.83821991	1.93E-02
TINAGL1	0.83823139	-2.13E-02
GOSR2	0.83824663	2.80E-02
NA	0.83831015	-1.87E-02
OTUB2	0.83836437	-1.60E-02
CNOT4	0.83843307	1.87E-02
RFPL1	0.83848482	1.73E-02
ZEB1	0.83850921	2.20E-02
TFPI	0.83852856	-1.53E-02
TNPO3	0.83868546	-2.20E-02
GINS3	0.83885543	2.47E-02
NA	0.83899478	-2.47E-02
SP110	0.8391115	-3.67E-02
MAP4	0.83913146	-1.93E-02
HIST3H3	0.8391946	1.60E-02
SNTB2	0.83944426	2.13E-02
FUS	0.8394715	-2.20E-02
CCL5	0.83955367	1.27E-01
HMGN4	0.83957713	-3.13E-02
VCX2	0.83971541	2.33E-02
CLDN14	0.83976697	1.87E-02
CFLAR	0.83992122	-3.60E-02
NA	0.83995203	2.53E-02
HFE	0.8400285	-2.47E-02
TPST1	0.84005465	-2.40E-02
GNA11	0.84010097	5.13E-02
VPS13B	0.84010433	-3.00E-02
ERG	0.84013895	-1.53E-02
LY6E	0.84016064	2.20E-02
ANGPTL7	0.84016073	-1.40E-02
ENDOU	0.84017418	-1.60E-02
MAP6D1	0.84023286	2.47E-02
ASIC1	0.84027273	-2.00E-02
NDFIP1	0.84036829	-4.27E-02
NOTCH1	0.84043645	2.73E-02
IFT46	0.84046982	-1.33E-02
POLR2J4	0.84052764	-1.67E-02
RCN2	0.84052805	-4.93E-02
HGF	0.84058177	-1.40E-02
CDS1	0.84068272	5.07E-02
AFF4	0.84069513	4.00E-02
NA	0.84079104	-1.40E-02
ESRRG	0.84079988	1.93E-02
ANKMY1	0.84102026	-1.80E-02
MAL	0.84104256	-2.47E-02
MICAL2	0.84108872	4.27E-02
AGBL3	0.84112177	1.73E-02
LIMS1	0.84113255	-3.13E-02
ZNF713	0.84114723	-4.53E-02
JTB	0.84117692	-3.27E-02
FAM49A	0.84125748	2.73E-02
HLA-C	0.84138942	-3.80E-02
WDR25	0.84139753	-2.00E-02
SLC19A1	0.84153431	4.00E-02
IKZF1	0.84159976	2.33E-02
ANKRD6	0.84165109	-1.47E-02
TBC1D9	0.84167731	1.00E-01
MYO1B	0.84169944	-1.67E-02
STK19	0.84170211	-1.53E-02
FBXW7	0.84174765	2.33E-02
SPTSSA	0.84179878	-2.53E-02
PC	0.84180531	3.07E-02
B4GALT6	0.84180576	3.73E-02
STAM2	0.84186804	-3.87E-02
ZNF239	0.84192934	-2.07E-02
RNF113A	0.84194963	-3.73E-02
NA	0.84202424	-1.47E-02
BNIP1	0.84204329	-1.53E-02
EXOSC4	0.8421017	2.80E-02
TBX6	0.84210988	1.87E-02
PLCD1	0.84220545	5.20E-02
NA	0.84223664	1.60E-02
PITPNA	0.84240644	2.80E-02
SH3GLB1	0.84254067	3.33E-02
MED7	0.84254691	-1.60E-02
FAM174B	0.84256625	-1.87E-02
GRM4	0.84258191	2.07E-02
INTS5	0.84265904	2.80E-02
GIGYF2	0.84270385	1.67E-02
ASCL2	0.84271909	1.53E-02
CALM1	0.84280437	-3.13E-02
F7	0.84288765	2.60E-02
LOC100288939	0.84292464	3.13E-02
TCF7L2	0.84294809	3.20E-02
DAB2	0.84304235	6.87E-02
NAT2	0.84304542	5.53E-02
NA	0.8431792	-1.33E-02
STRA6	0.84318397	-2.13E-02
NGDN	0.84318793	-2.00E-02
TRBC1	0.84330799	6.53E-02
CDON	0.84338315	-2.00E-02
CYP7A1	0.8433988	1.33E-02
RAD51	0.84352185	3.13E-02
ZNF24	0.84354973	1.67E-02
SLC3A2	0.84357281	-1.93E-02
LPAL2	0.84359124	2.07E-02
KCND3	0.84363694	-1.40E-02
NPAT	0.84382867	1.67E-02
PPIL2	0.84391198	-1.87E-02
WDR41	0.84419053	-3.13E-02
HSPA4	0.84426498	3.60E-02
KIAA1659	0.84426806	-1.33E-02
ACSL6	0.84439729	1.93E-02
NIPA2	0.84453993	2.80E-02
TNXB	0.84454245	2.40E-02
CHRNG	0.84457674	1.27E-02
LPHN2	0.84459118	2.20E-02
CHST10	0.84465662	1.67E-02
NA	0.84467428	-2.73E-02
KDELR3	0.84469856	8.53E-02
PHTF2	0.84471747	2.60E-02
WFDC1	0.84483235	3.20E-02
NEUROG1	0.84485698	-1.53E-02
LY6G6D	0.84490602	-1.93E-02
ARHGAP35	0.84491528	3.53E-02
LBH	0.84499894	-4.20E-02
BUB1	0.8451243	2.13E-02
ITGA2B	0.84533662	-1.67E-02
VARS	0.84536442	1.80E-02
FOXN3	0.84543029	-8.93E-02
ACAA2	0.84544498	-9.07E-02
TRIM26	0.84554178	2.53E-02
ALOX5	0.84557695	-2.00E-02
EIF2AK1	0.84573993	2.27E-02
HTATIP2	0.84575203	-2.87E-02
NA	0.84576899	1.40E-02
TLE4	0.84585635	-2.00E-02
SLC27A2	0.84590128	-5.27E-02
PCDH7	0.84596404	1.33E-02
RASGRP3	0.84596404	-1.33E-02
SPPL2B	0.84597389	1.87E-02
SMEK2	0.84601561	-1.20E-02
ZNF177	0.84603006	1.73E-02
CCDC88A	0.84614094	1.67E-02
TGFBR1	0.84616849	1.80E-02
ALCAM	0.8462378	-2.93E-02
NFATC1	0.84624829	2.07E-02
ARMC7	0.84627698	-1.60E-02
LRP12	0.84632168	-2.60E-02
TRIM38	0.84650661	2.07E-02
FBLN1	0.84653553	-4.87E-02
ZNF516	0.84667399	-2.13E-02
PHF20L1	0.846707	-1.60E-02
GABARAPL2	0.84678898	3.67E-02
FANCA	0.84688556	1.73E-02
TTC12	0.84690226	-3.87E-02
CD9	0.84696638	-2.67E-02
HPS5	0.84700662	-1.73E-02
CD55	0.84719647	-9.40E-02
COMMD4	0.84723978	2.27E-02
GRAMD4	0.84732853	3.40E-02
BRCA2	0.84735837	-2.07E-02
MAPK4	0.84742897	3.53E-02
PSPC1	0.84749697	2.20E-02
SLC29A3	0.84752102	2.47E-02
MAK16	0.84770278	3.13E-02
S100A10	0.84777788	-2.67E-02
OGDHL	0.84784621	3.07E-02
GJB3	0.84794292	-1.13E-01
PLXNC1	0.84795524	4.87E-02
FAM120C	0.8479562	-1.87E-02
NA	0.84801953	1.27E-02
VAPB	0.84813091	2.93E-02
UBE2S	0.84849705	7.93E-02
GAL3ST1	0.84851807	3.27E-02
RPL10L	0.84852736	2.07E-02
LILRA2	0.84856658	2.13E-02
GPRC5C	0.84860153	3.67E-02
OPLAH	0.8486523	-2.33E-02
ECHDC3	0.84872908	-8.13E-02
NLK	0.84874657	2.93E-02
IDUA	0.84876826	1.87E-02
PTPN12	0.84883332	-2.27E-02
AGGF1	0.84892213	-2.67E-02
ZCCHC14	0.84892889	5.73E-02
ITIH3	0.8490323	-1.53E-02
HECTD4	0.84910654	2.20E-02
AGK	0.84913767	1.73E-02
CHD9	0.84919614	1.33E-02
APOBEC1	0.84922618	1.47E-01
LSM4	0.84923717	1.67E-02
JMJD6	0.84934263	4.27E-02
NDUFAF1	0.84939964	2.40E-02
AREL1	0.84950636	-2.87E-02
UBXN1	0.84969088	1.80E-02
PLLP	0.84976867	-1.03E-01
SUZ12P1	0.84977981	1.33E-02
MAF	0.84978391	1.40E-02
SYN1	0.84984611	2.27E-02
SDCBP	0.84986853	3.20E-02
CEP63	0.84987338	2.00E-02
OCLM	0.85006088	-1.53E-02
ORC4	0.85010031	1.93E-02
IGF2BP2	0.85017978	3.33E-02
CDH1	0.85021969	-1.80E-02
TNNC2	0.85030086	-2.60E-02
PLXNB2	0.85041198	-2.40E-02
GRIA4	0.85041504	1.47E-02
DCUN1D1	0.85043691	-3.47E-02
CTSA	0.85044472	5.13E-02
TEX12	0.85044648	1.20E-02
METTL7A	0.85049144	-2.33E-02
MED27	0.8505101	2.27E-02
NA	0.85054761	-1.33E-02
HYAL3	0.85058852	-2.40E-02
COPE	0.85061025	3.13E-02
TBX4	0.85064579	-1.93E-02
CCL21	0.85068671	-5.00E-02
LTBP4	0.85077324	-2.27E-02
MAST2	0.85078696	2.07E-02
ACTG1	0.85080561	-2.20E-02
BAGE	0.85082522	1.27E-02
DUS1L	0.85086929	3.07E-02
MTF2	0.85110158	-2.07E-02
UGT2A3	0.85111741	7.07E-02
BLVRA	0.85116856	-2.47E-02
SNAPC5	0.85132027	1.87E-02
PAX2	0.85132027	-1.87E-02
FAM63A	0.85140417	2.40E-02
ANK3	0.85143396	1.15E-01
NA	0.851491	1.33E-02
NA	0.851491	-1.33E-02
TCP1	0.85149797	-2.13E-02
SNCG	0.85154184	-1.93E-02
HIPK3	0.85160926	2.73E-02
PMP22	0.85163317	-8.33E-02
BBIP1	0.85183882	2.20E-02
KCTD2	0.85184585	1.40E-02
LRRC48	0.85189135	-2.00E-02
PCK1	0.85192181	-1.18E-01
SIAH2	0.8519465	2.93E-02
PRKAR2B	0.85197993	-5.00E-02
TDRD3	0.85198785	-1.60E-02
GLIPR1	0.85206441	1.73E-02
PIAS2	0.85206915	1.20E-02
VPS37C	0.85226797	1.87E-02
THOC1	0.85234821	-1.40E-02
KDM4B	0.85238514	2.33E-02
DDX28	0.85241892	3.07E-02
TPT1P8	0.85252315	1.20E-02
FPGS	0.85254876	1.87E-02
CCDC92	0.85264509	2.87E-02
CLEC2B	0.85268388	2.33E-02
TRIM37	0.85282372	-1.73E-02
TLE3	0.85286613	3.13E-02
IL12B	0.852973	1.20E-02
SLC52A2	0.85300754	-2.13E-02
ZNF675	0.85321946	-2.13E-02
SUCO	0.85326498	-3.60E-02
BCL2L1	0.85326923	-3.20E-02
MKKS	0.853344	-3.67E-02
FASTKD3	0.85339548	2.80E-02
HIST1H2AJ	0.85378012	2.13E-02
DICER1	0.85409522	3.40E-02
GBX2	0.85412498	1.60E-02
OSGIN1	0.85416144	1.80E-02
ACTR3	0.85417692	-3.40E-02
INSL3	0.85426636	2.33E-02
EXOG	0.85438826	-1.93E-02
GRP	0.8544596	-2.00E-02
CABIN1	0.85465525	-2.07E-02
RNPS1	0.85495051	-2.13E-02
PER3	0.85505351	-4.33E-02
S1PR4	0.85505399	1.93E-02
DDX31	0.85515415	2.13E-02
ACTN3	0.85516208	1.20E-02
ME2	0.85516448	-5.27E-02
MEPE	0.85516882	1.53E-02
BIRC7	0.85521958	1.60E-02
SPRED2	0.85523961	-4.87E-02
ECT2	0.85525694	-4.67E-02
SLC30A3	0.8554476	-1.87E-02
MTAP	0.85545084	2.07E-02
NA	0.85546337	-2.27E-02
FAM13A	0.8554812	-7.73E-02
UBA6	0.85549165	2.13E-02
FPR3	0.85551875	2.33E-02
KLF1	0.85554734	-1.93E-02
GMPR2	0.85559489	-3.80E-02
PTGIS	0.85562086	1.27E-02
SLC37A1	0.85569462	2.00E-02
HIST1H2AL	0.85581714	-1.60E-02
FZD1	0.85582092	-2.80E-02
YLPM1	0.85584679	-2.00E-02
SCD	0.85585825	-3.00E-02
TAF13	0.85595384	-1.33E-02
NA	0.85601074	1.20E-02
SLCO4C1	0.85602878	-3.60E-02
TFIP11	0.85607774	-1.53E-02
NAT8B	0.85625216	-1.73E-02
TMEM47	0.85638861	3.13E-02
CACNA1G	0.85646277	-1.33E-02
AOC1	0.85651569	-2.87E-02
CDKN1C	0.85658951	1.53E-02
EMCN	0.85668738	2.13E-02
AOX1	0.85669932	-2.27E-02
LINC00328	0.8567166	-1.53E-02
MEG3	0.85678075	-2.80E-02
PTPN1	0.85682429	-2.20E-02
MOXD1	0.85704666	2.27E-02
NFKBIB	0.85704894	1.47E-02
SLC38A7	0.85708804	1.67E-02
KLF2	0.85711928	-6.00E-02
APBA3	0.85717322	1.80E-02
OAS1	0.85717755	-6.93E-02
LRRC37A2	0.85740675	-1.67E-02
BCL6	0.85750773	3.13E-02
TOR1AIP1	0.85757237	-2.80E-02
FAM13C	0.85762962	-1.33E-02
RRAS2	0.85763945	6.47E-02
TIMM9	0.85781652	4.07E-02
TMX4	0.85786339	-4.73E-02
AP4M1	0.85798182	2.80E-02
NUDCD3	0.85803783	1.67E-02
C14orf105	0.8580688	1.20E-02
CREB3L2	0.8581277	-6.00E-02
C1orf106	0.85816995	3.40E-02
RGPD6	0.85826979	1.20E-02
ASCC2	0.85834772	-1.87E-02
SLC39A8	0.85848531	3.20E-02
DGAT1	0.85854621	-2.53E-02
PML	0.85859093	2.53E-02
CEP57	0.85863561	-2.53E-02
TIA1	0.85869399	-2.20E-02
MST1L	0.8586992	-1.80E-02
MCM3AP	0.85876846	-1.33E-02
CENPN	0.85879313	-3.20E-02
CELA2B	0.85880684	-1.47E-02
APOE	0.85880946	-1.60E-02
GPX7	0.85888581	-1.73E-02
PSMD5	0.85888818	-2.40E-02
RRAS	0.85890548	-2.67E-02
TSPAN4	0.8590176	1.93E-02
SLC35F2	0.85915993	-2.47E-02
MAPK8	0.85916945	1.93E-02
EPHB2	0.85918931	-2.80E-02
ANPEP	0.85933846	-1.75E-01
GABRA2	0.85936461	9.80E-02
PEX10	0.85946254	-1.40E-02
ATP1B1	0.85954918	-2.80E-02
TBC1D17	0.85958376	1.60E-02
C17orf75	0.85963346	1.27E-02
STEAP3	0.85966965	-3.13E-02
IFT74	0.85968688	-5.80E-02
NKX2-2	0.85973203	-3.20E-02
KIF24	0.86003712	1.33E-02
CDCA4	0.86004106	1.20E-02
USP22	0.86019365	2.93E-02
OAZ3	0.86028124	-2.60E-02
OSTM1	0.86029386	4.47E-02
FOXL2	0.86045751	-1.40E-02
WWC1	0.86051887	4.93E-02
AGFG2	0.86053453	3.27E-02
LRP1B	0.860671	-1.27E-02
MMP23A	0.86072986	-1.53E-02
MAF	0.86076769	2.87E-02
SLC28A1	0.86081899	2.00E-02
ZNF556	0.8608325	-2.20E-02
UGT1A7	0.8609037	7.27E-02
ACVR1	0.86098691	-2.53E-02
TBC1D8B	0.86106371	-2.40E-02
CHST8	0.8611877	-2.07E-02
TRHDE	0.86124107	7.47E-02
RSF1	0.86137789	-2.07E-02
GTPBP8	0.86147867	2.33E-02
NA	0.86148687	2.40E-02
AK2	0.86149367	-2.53E-02
EPB41	0.8616229	-1.60E-02
TMEM180	0.86164885	-1.73E-02
ST8SIA5	0.86171087	-2.27E-02
ZNF131	0.86183939	-2.93E-02
EDRF1	0.86184292	1.40E-02
POGZ	0.86189314	1.93E-02
WAC	0.8619745	-5.47E-02
RBM4	0.86200865	2.60E-02
KCTD12	0.86205247	-1.15E-01
DNAJB9	0.86228782	-4.33E-02
CDK19	0.86229106	-3.80E-02
LTBP3	0.86237911	2.67E-02
HLA-DQA1	0.86243385	-7.67E-02
NOP14-AS1	0.86244662	-1.73E-02
NUDCD3	0.86245529	1.60E-02
SAP30	0.86245754	-3.07E-02
CCL18	0.86250068	2.87E-02
DVL2	0.86262617	2.07E-02
BCKDHB	0.86283816	-1.80E-02
ABCA2	0.86299018	-1.67E-02
KMT2B	0.86299113	-1.87E-02
RPL23AP32	0.86306983	1.60E-02
ZBP1	0.86309268	1.93E-02
GUCA2A	0.86311324	5.20E-02
SYNGR2	0.86312557	4.20E-02
KLHL20	0.86325893	2.47E-02
TMEM109	0.86325893	2.47E-02
HOXD10	0.86331954	-4.53E-02
PVRL2	0.86333816	2.93E-02
PRR15L	0.86344884	4.20E-02
TTLL5	0.86351227	1.87E-02
FHL2	0.86379241	5.33E-02
RABGAP1L	0.86380492	5.00E-02
ACTN1	0.86382536	-2.60E-02
NAP1L1	0.8638595	-3.87E-02
CTSK	0.86387656	1.80E-02
MCM7	0.86396361	4.40E-02
SPTSSA	0.86405286	3.47E-02
TP73	0.86410063	-1.87E-02
ZBED8	0.86416512	2.60E-02
MTF2	0.86418034	-2.00E-02
MCRS1	0.86436491	-1.33E-02
ZFP36L1	0.8643707	-4.40E-02
ALDOB	0.86437503	-5.87E-02
PDCD6	0.86440874	4.00E-02
INHBA	0.86452345	2.13E-02
PTPN3	0.86455999	-2.00E-02
RAC1	0.86457696	-2.60E-02
RCE1	0.86458179	-1.80E-02
KCTD14	0.86472312	6.47E-02
RAE1	0.86473182	2.07E-02
FEV	0.8647596	-1.73E-02
DHPS	0.86481132	-2.00E-02
CALD1	0.8648309	-1.67E-02
IL6R	0.86491114	2.60E-02
RBM47	0.86496888	1.80E-02
MYCN	0.86500946	-1.73E-02
TBC1D8	0.86519022	-1.67E-02
ENPP2	0.86532579	2.73E-02
NA	0.86542283	-1.73E-02
APOL5	0.86548961	2.07E-02
PNRC1	0.86550528	-1.80E-02
RAD17	0.86562848	-1.33E-02
CPQ	0.86573166	-2.33E-02
GABRR2	0.86575081	1.73E-02
ANGPT2	0.865764	1.40E-02
MAPK9	0.865764	-1.40E-02
UBE2G1	0.86585896	-5.00E-02
REEP4	0.8659139	1.73E-02
MTMR9	0.86592827	-1.47E-02
LOC150776	0.86594255	-2.40E-02
NA	0.8659926	1.93E-02
AKR1C2	0.86605615	-6.20E-02
AHI1	0.86607614	-1.67E-02
CHKB-CPT1B	0.86613281	-4.93E-02
NPIPB15	0.86626132	-2.67E-02
RAB22A	0.86627782	-3.07E-02
PLBD1	0.86630724	-3.47E-02
TMEM110	0.86631869	1.53E-02
TEX2	0.86638276	-1.93E-02
SIRT5	0.86647569	-2.13E-02
ZWINT	0.86664119	3.60E-02
CLDN5	0.86666888	2.33E-02
NA	0.86668567	1.60E-02
ASIC3	0.86675446	1.40E-02
FOXG1	0.86677946	-1.60E-02
ABCB6	0.86679969	2.07E-02
GK	0.86680906	-4.00E-02
PTRF	0.8668587	1.67E-02
CELP	0.86692959	-1.80E-02
TMEM39B	0.86693957	-1.47E-02
HIP1R	0.86694481	1.67E-02
PDCD1LG2	0.86695242	-2.00E-02
MED6	0.86700331	1.80E-02
TSC2	0.86703075	1.67E-02
HMGA1	0.86707755	-2.60E-02
DDR1	0.86713772	-1.87E-02
ZNF460	0.86716121	1.47E-02
NRCAM	0.86724546	1.60E-02
TIPIN	0.86734766	-3.20E-02
PCSK6	0.86736857	2.00E-02
TSPAN9	0.86736993	-2.33E-02
GLYR1	0.86746818	2.07E-02
SMARCA4	0.86762771	-1.67E-02
FGFR2	0.86767589	-5.67E-02
LPAR1	0.86771234	1.67E-02
AK2	0.86777636	2.93E-02
KIF2A	0.86783941	2.00E-02
CLU	0.8679087	-5.40E-02
MYH14	0.86807296	2.00E-02
FHIT	0.86817338	-2.20E-02
ZC2HC1A	0.86823514	1.53E-02
GPR56	0.86823552	2.07E-02
HSPB3	0.86834649	6.13E-02
NA	0.8685311	1.93E-02
UBE2N	0.8685706	2.33E-02
GLIPR1	0.86859948	-2.13E-02
PLEKHG6	0.86867421	2.47E-02
GM2A	0.86875152	1.73E-02
CLEC3B	0.86875853	-3.20E-02
PPCDC	0.86883218	-2.73E-02
NA	0.86887221	-1.13E-02
AP1AR	0.86896695	4.20E-02
NINL	0.86897956	-2.27E-02
CLIP1	0.86906171	-1.60E-02
EIF2S1	0.86915225	-2.13E-02
USP12	0.86917029	-2.20E-02
SPDL1	0.86933571	-2.00E-02
DCUN1D2	0.86943899	-1.80E-02
CNGA1	0.86958156	5.07E-02
NA	0.86963298	1.47E-02
DDX39A	0.86963425	4.53E-02
IRF8	0.86966621	-4.27E-02
NOP56	0.86968001	-1.60E-02
GDPD2	0.86973549	4.33E-02
C14orf1	0.86988178	1.53E-02
ROBO4	0.86994056	-2.07E-02
SKP2	0.86994233	1.60E-02
SOX9	0.86998281	4.53E-02
B2M	0.87000938	-2.00E-02
MMP16	0.87004894	-1.47E-02
ISG15	0.87015637	-6.33E-02
FAAH	0.87020557	2.27E-02
PPIEL	0.87047456	1.27E-02
OSR2	0.87061745	-1.13E-02
ZNF671	0.87062505	2.13E-02
CORT	0.87066942	1.20E-02
KIAA0101	0.87076636	-4.87E-02
MAPK3	0.87081986	-2.07E-02
UNKL	0.87082154	1.20E-02
KIAA0125	0.87082202	1.53E-02
CACFD1	0.87084363	1.40E-02
ABCA2	0.87089161	2.00E-02
TSPAN7	0.871089	-6.13E-02
RGS12	0.87127248	-1.73E-02
ZNF614	0.87134445	1.73E-02
NELFB	0.87137377	-1.47E-02
PLK4	0.87137767	2.67E-02
NUP188	0.87157419	1.20E-02
NA	0.87172315	1.20E-02
TMEM127	0.87174557	-1.80E-02
NA	0.87187748	-1.80E-02
GNA11	0.87207701	3.20E-02
KBTBD11	0.87208007	-3.53E-02
TMCO3	0.87211408	3.53E-02
MYBBP1A	0.87213504	-2.73E-02
MOAP1	0.87215763	-3.33E-02
